# Time-correlated data for fix SS
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy v_pxz*v_pxz v_pyz*v_pyz
0 100
5 40 2597 -99402.5 -125270 -59529.8
6 50 2596 -72092.6 -84220.3 -49729.8
7 60 2595 118875 143721 88893
8 70 2594 175946 208354 170744
9 80 2593 18167.3 51318.1 36586.7
10 90 2592 -9034.3 -31884.6 -11118.4
11 100 2591 -14816.6 -63732.2 16740.3
12 110 2590 -92380.3 -132725 -61226.7
13 120 2589 -2497.74 -21310.8 -2020.61
14 130 2588 95844 125863 85666
15 140 2587 76013.5 110063 79329.2
16 150 2586 95457.6 58686.8 58411.8
17 160 2585 -7919.07 -34404.8 -10287.8
18 170 2584 -73989.1 -100411 -12496.4
19 180 2583 -48104.6 -85151.5 -12236.3
20 190 2582 -3210.6 20431 10730.9
21 200 2581 -4445.68 29818.7 14072.4
22 210 2580 101475 83842.8 92015.1
23 220 2579 129514 73619.2 87760.9
24 230 2578 -38431.6 -84291 -47081.6
25 240 2577 -46645 -90553.1 -10317
26 250 2576 -15306.4 -28711.4 -2495.31
27 260 2575 -65681.8 6225.78 -32105.8
28 270 2574 11041.7 26168.2 319.047
29 280 2573 118155 66016.9 63005.9
30 290 2572 33476.8 26394.6 37394
31 300 2571 23936.2 -63540.3 -21495.4
32 310 2570 424.953 -33623.9 15174.3
33 320 2569 -61093.6 -7644.83 -313.5
34 330 2568 -46822 3247.36 -44286.7
35 340 2567 44639.1 74236.7 57015.7
36 350 2566 37816.7 4337.81 36996.4
37 360 2565 31727.5 4993.86 -15933.8
38 370 2564 45304.4 -29058.3 -12372.1
39 380 2563 -10442.5 -99718.3 -53354.3
40 390 2562 -17418.1 20633.4 -23663
41 400 2561 -1515.17 42016.8 -17401.1
42 410 2560 -3690.5 2823.22 -591.247
43 420 2559 30649.9 28971.9 43775.8
44 430 2558 41011.4 18264.1 22330.2
45 440 2557 -2641.26 -40764.1 -32808.6
46 450 2556 -21742.7 -54200 -42866.9
47 460 2555 -30838.2 24335.7 -6834.91
48 470 2554 -6562.9 66056.5 1397.6
49 480 2553 -12667.2 -3359.85 -9981.3
50 490 2552 -8067.33 34938.3 25393.9
51 500 2551 803.477 12379.5 8105.44
52 510 2550 4763.78 -48664.6 -14776.6
53 520 2549 -7983.29 -6976.95 -14821.1
54 530 2548 -23170.4 23755.4 -6629.84
55 540 2547 -577.08 46256.5 9253.96
56 550 2546 32887.3 39457.1 3559.49
57 560 2545 11738.9 25109 22431.7
58 570 2544 6110.74 -18360.5 -779.613
59 580 2543 36875.9 -36325.1 -21930.1
60 590 2542 -24663.2 -22482.5 -8797.81
61 600 2541 -10405.1 -23963.1 8072.58
62 610 2540 7254.29 15643.5 -1714.6
63 620 2539 19180.4 32779.8 2301.68
64 630 2538 2212.32 876.346 37145.8
65 640 2537 24966.1 -28351.1 5839
66 650 2536 31315.6 -6249.89 -1108.19
67 660 2535 -29024.6 -26065.8 7015.3
68 670 2534 -34540.4 -42133.9 -17539.1
69 680 2533 -4224.93 47440.6 3576.51
70 690 2532 -7831.73 10137.9 2374.15
71 700 2531 38103.2 -19092.9 -3141.22
72 710 2530 46527.5 19704.3 20013.2
73 720 2529 20369.4 -59383.5 3146.32
74 730 2528 17548.3 -62273.5 4610.22
75 740 2527 -15235.5 -8655.84 14649.6
76 750 2526 -3024.95 -197.571 -12667.8
77 760 2525 -16393.9 12780.6 10281.6
78 770 2524 2911.34 17003.9 23704.6
79 780 2523 12298.8 12135.9 -2351.51
80 790 2522 -1485.45 -33847.4 4329.16
81 800 2521 -3756.31 -40450.6 -939.689
82 810 2520 -11572.5 2153.77 -2687.74
83 820 2519 -20462.2 -10636.1 5182.67
84 830 2518 -10484.9 6898.96 -6060.32
85 840 2517 -796.042 25531.1 5071.67
86 850 2516 39573.6 6108.41 13604.9
87 860 2515 26487.6 -26749.6 2013.34
88 870 2514 -30890.2 -12035 -15453
89 880 2513 -26146.4 2083.1 -6659.96
90 890 2512 -10659.3 -15261.6 5515.06
91 900 2511 -27042.6 15218.2 -17734.7
92 910 2510 38450.9 17795.6 -4589.81
93 920 2509 38933.7 -5661.79 8662.15
94 930 2508 23693.7 -10792.6 2534.56
95 940 2507 -17051.3 -26160.2 6516.74
96 950 2506 -57847.7 -22524.3 12520.8
97 960 2505 -28445.8 -10612.7 -1977.26
98 970 2504 -2261.93 14349.5 -11010.5
99 980 2503 53923.7 24166.8 10369.3
100 990 2502 55775.2 27218.8 8129.42
27000 100
1 0 2701 1.54679e+06 766641 588275
2 10 2700 122171 144946 112670
3 20 2699 -28952.7 -41738.1 -18247.3
4 30 2698 70605.4 86265.5 120114
5 40 2697 -95131.5 -125237 -59265.7
6 50 2696 -74725.7 -85346.1 -50617.8
7 60 2695 114512 142052 86726.8
8 70 2694 172162 200973 169229
9 80 2693 14683.8 49659.9 35471.9
10 90 2692 -14267 -28828.1 -15559.5
11 100 2691 -13339.3 -59226.7 9063.81
12 110 2690 -89602.1 -128943 -66442.6
13 120 2689 -7591.34 -19562.5 -7333.38
14 130 2688 91166.8 127107 81596.7
15 140 2687 75909.5 101107 79618
16 150 2686 92572.8 57456.4 57573.9
17 160 2685 -9143.4 -30964.6 -9747.19
18 170 2684 -69414.2 -104268 -12665.3
19 180 2683 -43413.9 -82205.4 -14672.6
20 190 2682 -4618.8 20825.4 6278.03
21 200 2681 -5776.69 23158.4 12010.9
22 210 2680 101646 84307.9 90673.2
23 220 2679 125729 72446.5 83951
24 230 2678 -40525.5 -83433.9 -47487.2
25 240 2677 -42059.1 -85747 -13320.9
26 250 2676 -11215.1 -25221.1 -8088.31
27 260 2675 -67049.3 3590 -36115.3
28 270 2674 9370.44 22684 1452.07
29 280 2673 116227 65935 62023.2
30 290 2672 32545.6 24268 39263.1
31 300 2671 22519 -63166.3 -14699.5
32 310 2670 410.84 -26627.8 16109.8
33 320 2669 -55493.7 -4149.24 -3605.49
34 330 2668 -44399.4 2982.01 -41466.8
35 340 2667 38955.3 77138.3 59887.3
36 350 2666 36723.9 472.855 38800.7
37 360 2665 32349.9 2782.24 -12721.6
38 370 2664 36385.4 -26090.6 -9533.67
39 380 2663 -12985.7 -99644.3 -53199.6
40 390 2662 -10785.8 18820.7 -28367.1
41 400 2661 -4461.63 44086.5 -19600.4
42 410 2660 -7121.91 632.808 -1643.15
43 420 2659 36066.5 29354.8 41033.1
44 430 2658 41368.6 21229.8 21434.9
45 440 2657 -7551.72 -39460.6 -30121.6
46 450 2656 -17078.7 -50104.9 -41629.4
47 460 2655 -24288.7 21188.8 -7203.6
48 470 2654 -9317.23 59772.4 4892.19
49 480 2653 -12714.3 -9008.27 -7492.15
50 490 2652 -4654.71 28724.5 24802.2
51 500 2651 -1206.42 8640.33 11034.9
52 510 2650 1533.78 -49258.2 -10398.3
53 520 2649 -6353.01 -5996.51 -14027.6
54 530 2648 -22216.6 25455 -5858.1
55 540 2647 -3251.3 42529.7 11056.7
56 550 2646 30422.3 38468.6 2550.06
57 560 2645 9784.27 23606.5 20386
58 570 2644 5534.58 -19933.8 -517.766
59 580 2643 33788.8 -33518 -22130.7
60 590 2642 -25282.5 -24982.1 -10134
61 600 2641 -7196.68 -25366 6777.26
62 610 2640 6553.51 17187.9 -185.243
63 620 2639 16940.3 29340.3 1805.32
64 630 2638 4118.5 632.936 35745.4
65 640 2637 23995.5 -23014.6 9216.52
66 650 2636 27017.5 -6625.27 1050.29
67 660 2635 -29206.9 -24657.2 5707.24
68 670 2634 -35187.9 -39822 -16946.1
69 680 2633 -7656.28 42904.9 5635.8
70 690 2632 -11231 6488.02 2319.44
71 700 2631 34218.6 -16987 -6118.94
72 710 2630 43690.8 17732.5 20382.7
73 720 2629 19352.4 -59695 4625.52
74 730 2628 17793 -57377.7 -285.017
75 740 2627 -12420.7 -6764.15 12975.2
76 750 2626 -917.428 -6715.26 -11276.3
77 760 2625 -14220.6 10585.8 8984.41
78 770 2624 2283.92 15367.3 20875
79 780 2623 13321.6 2374.14 385.425
80 790 2622 -1462.04 -36284.2 4515.89
81 800 2621 -7442.13 -43163.4 -2611.03
82 810 2620 -9295.53 -5708.63 950.12
83 820 2619 -20350.5 -12641.3 4412.64
84 830 2618 -13826.9 7029.99 -8428.96
85 840 2617 988.372 21833.4 4153.3
86 850 2616 42260.3 8543.94 12183.3
87 860 2615 25076.3 -26001.1 84.5674
88 870 2614 -28142.4 -16485.5 -14912.6
89 880 2613 -17478.5 -918.894 -5448.09
90 890 2612 -8401.34 -16390.6 3150.19
91 900 2611 -26751.2 13522 -15991.9
92 910 2610 44324 17190.7 -3165.83
93 920 2609 41055.9 -2449.56 5789.79
94 930 2608 24373.1 -10503.5 4413.6
95 940 2607 -11405.5 -25033 8997.66
96 950 2606 -55296.4 -18776.3 15026.2
97 960 2605 -27889.1 -10240.9 1315.53
98 970 2604 -3869.08 16190.5 -6689.94
99 980 2603 49192.8 30245.8 12979.9
100 990 2602 52074.1 26784.1 9412.85
28000 100
1 0 2801 1.51019e+06 757205 588684
2 10 2800 120107 141971 110964
3 20 2799 -29132.1 -43648.9 -17014.2
4 30 2798 73600.3 81951 117224
5 40 2797 -92460.3 -127047 -63598.5
6 50 2796 -73528.1 -86694 -46430.1
7 60 2795 114235 141887 85960.2
8 70 2794 170728 199099 169108
9 80 2793 14703.6 49277.7 36870.7
10 90 2792 -14148.5 -28432.7 -17151.2
11 100 2791 -11553.9 -60295.2 4676.52
12 110 2790 -85826.4 -128838 -71858.9
13 120 2789 -7946.72 -20153.9 -5907.51
14 130 2788 91867.1 127363 84488.8
15 140 2787 75843.1 100134 80841.9
16 150 2786 87246.6 57403.1 59459
17 160 2785 -9273.06 -31117.4 -13761
18 170 2784 -66534.8 -102775 -16065.4
19 180 2783 -44106.9 -83997.4 -18915.3
20 190 2782 -3510.92 21562.7 2424.49
21 200 2781 -5381.7 25547.1 17497
22 210 2780 101115 83126.4 90270.5
23 220 2779 122193 71342 85230.7
24 230 2778 -42333 -82627.3 -48950
25 240 2777 -37740.5 -86832.1 -20304.3
26 250 2776 -13252.4 -26631.8 -7623.97
27 260 2775 -68696 2776.51 -35741.2
28 270 2774 11186.5 25412.7 6978.13
29 280 2773 112221 67997.4 67822.3
30 290 2772 30265.1 20904 41594.4
31 300 2771 23372.7 -62425.8 -14406.6
32 310 2770 1619.11 -28176.7 11777.9
33 320 2769 -56216.2 -5769.15 -7061.63
34 330 2768 -44664.1 4348.4 -42701
35 340 2767 36405.1 80251.9 63375.4
36 350 2766 31075.8 1677.74 40973.1
37 360 2765 29512 2001.34 -13484.3
38 370 2764 33658.9 -27597.7 -11082.4
39 380 2763 -16084.1 -102013 -58563.2
40 390 2762 -11936.9 17957.2 -31696.7
41 400 2761 -4050.44 46939.2 -21085.3
42 410 2760 -7850.46 2727.22 660.323
43 420 2759 35886.5 31503.2 47894.3
44 430 2758 44713 23162.2 23327.2
45 440 2757 -9296.95 -40812.5 -30274.9
46 450 2756 -19908.9 -49910.3 -44997.2
47 460 2755 -21564 21483.3 -12029.7
48 470 2754 -10731.9 61550.9 2845.88
49 480 2753 -13805.4 -7647.21 -8907.34
50 490 2752 -212.521 29619.1 27068.7
51 500 2751 -918.908 7087.82 10630.4
52 510 2750 222.416 -52137.5 -12276.8
53 520 2749 -4380.3 -7935.07 -17112.4
54 530 2748 -20713.6 24268.3 -13952.6
55 540 2747 -4344.68 41217.3 12472.6
56 550 2746 32792.5 41129.3 5633.48
57 560 2745 9829.43 22845.8 24030.1
58 570 2744 2079.44 -23518 6547.51
59 580 2743 32829.5 -33463.4 -20790
60 590 2742 -27739.9 -26270.7 -9070.64
61 600 2741 -7596.76 -25546.5 4571.97
62 610 2740 7124.84 19386.1 -1176.18
63 620 2739 14765.4 30464.7 3496.33
64 630 2738 6016.53 -2382.44 36764
65 640 2737 24693.8 -23015.2 11333.2
66 650 2736 23653.1 -10084.8 -1816.07
67 660 2735 -29579.3 -28152.8 -39.8177
68 670 2734 -33760.9 -38037.2 -20754.6
69 680 2733 -6794.23 46009.6 566.145
70 690 2732 -10652.4 4505.63 1340.36
71 700 2731 35794.9 -16459.5 -4010.23
72 710 2730 46872.4 22458.9 22098.5
73 720 2729 21027.2 -60155.7 5521.15
74 730 2728 16986.8 -57591.2 -1590.15
75 740 2727 -9045.06 -616.832 12368.8
76 750 2726 -483.306 -5074.54 -13333
77 760 2725 -15520 10007.2 10833.2
78 770 2724 3801.9 18397.9 23771.4
79 780 2723 10868.4 -1523.67 2099.91
80 790 2722 -2476.99 -35093.2 7126.84
81 800 2721 -10042.7 -39619.5 -6773.19
82 810 2720 -13390.8 -4049.76 -3523.75
83 820 2719 -17293.9 -11467.7 1692.3
84 830 2718 -16068.1 7821.59 -10517.5
85 840 2717 -1712.91 17464.2 5991.15
86 850 2716 46648 2286.69 18577
87 860 2715 21516.4 -26089.6 3232.05
88 870 2714 -30897.8 -13974.7 -14157.5
89 880 2713 -13810.9 -675.308 -4359.74
90 890 2712 -9988.59 -11665.4 -67.1316
91 900 2711 -28408.9 14299.3 -15779.3
92 910 2710 47330.9 12410 693.047
93 920 2709 44046.9 -4221 8907.47
94 930 2708 24097.1 -13292.6 5599.61
95 940 2707 -9411.82 -24119.4 7779.74
96 950 2706 -50216.7 -16228.6 11625
97 960 2705 -25112.7 -6767.93 -3746.75
98 970 2704 -4625.96 13360.4 -8128.53
99 980 2703 51352 26920.4 14130.1
100 990 2702 54927.2 24501.4 12733.9
29000 100
1 0 2901 1.48036e+06 750770 598626
2 10 2900 119527 141602 116608
3 20 2899 -27860.5 -43459.5 -14319.7
4 30 2898 79395.8 80918.6 120912
5 40 2897 -89177.6 -126308 -65129.6
6 50 2896 -71091.9 -86107.2 -50394.8
7 60 2895 112272 141010 88129.4
8 70 2894 170079 198608 168562
9 80 2893 14507.8 49143.6 35587.5
10 90 2892 -16909.5 -27488.1 -14610
11 100 2891 -9745.26 -61788.8 2422.38
12 110 2890 -83945 -131201 -77920.6
13 120 2889 -8205.05 -19448.9 -10943.1
14 130 2888 91677.4 126257 81259
15 140 2887 76752.3 99580 76710
16 150 2886 85876.8 59224.7 61458
17 160 2885 -9089.99 -31780.6 -9898.53
18 170 2884 -59765.9 -103845 -14911.3
19 180 2883 -39514.1 -85981 -15883.6
20 190 2882 -3444.48 16924.6 -651.821
21 200 2881 138.604 24768.8 13899.5
22 210 2880 102037 84307.6 93123.4
23 220 2879 116683 71633.7 87794.9
24 230 2878 -41360.9 -83736.2 -43447.5
25 240 2877 -34237.3 -87480.4 -12613.1
26 250 2876 -11124.6 -31652.1 -3288.51
27 260 2875 -67871.2 -3006.4 -36712.5
28 270 2874 12814.2 26233 4539.94
29 280 2873 111707 68993.6 65252.8
30 290 2872 25309.3 20744.2 34929.4
31 300 2871 19498.2 -60911.1 -13155.3
32 310 2870 3476.85 -29272.6 16220.6
33 320 2869 -55519.8 -12299.9 -11252.3
34 330 2868 -42671.5 1252.72 -42602.4
35 340 2867 40495.7 81948.5 61280.8
36 350 2866 30751.6 4324.03 35795.5
37 360 2865 27432 4360.89 -14049.1
38 370 2864 32537.1 -25414.5 -7738.79
39 380 2863 -15093.4 -102220 -52383.9
40 390 2862 -12101.8 15067 -26963.5
41 400 2861 -4238.61 45913.7 -13442.2
42 410 2860 -6741.88 4146.28 2148.8
43 420 2859 35560.6 33494.6 43176.9
44 430 2858 40652.4 25051.7 27275.8
45 440 2857 -10484 -40504.4 -28062.6
46 450 2856 -17834.2 -51643 -46760.1
47 460 2855 -23219.2 20764.2 -7394.64
48 470 2854 -11408 58344.8 2060.6
49 480 2853 -12140.9 -5939.81 -14465.3
50 490 2852 -1403.51 31996.2 23661.2
51 500 2851 -2218.32 5325.92 3898.92
52 510 2850 2784.38 -50776.1 -16909.3
53 520 2849 -5352.25 -8278.34 -16194.4
54 530 2848 -24597.5 22289.4 -17182.9
55 540 2847 -4396.64 40809.5 7346.64
56 550 2846 31553.3 42201.4 4430.99
57 560 2845 6890.82 23571.2 19413.8
58 570 2844 818.895 -23916.7 1292.8
59 580 2843 32364.7 -32805.2 -18917.5
60 590 2842 -29801.9 -26141.4 -10156.6
61 600 2841 -13371.9 -26231.3 2850.82
62 610 2840 5209.25 22695.6 3736.92
63 620 2839 15241.2 31161.8 1447.24
64 630 2838 3520.27 -2597.11 29994.2
65 640 2837 24883.8 -20252.9 12128.4
66 650 2836 23942 -13354.1 -2595.56
67 660 2835 -34395.7 -28422 -3817.48
68 670 2834 -34682 -33735 -18996.2
69 680 2833 -3798.82 46459 3259.18
70 690 2832 -10849.7 5926.89 -1989.37
71 700 2831 38987.9 -13275.6 -7983.99
72 710 2830 49488.7 20280.2 20772.1
73 720 2829 19367 -63344.1 630.48
74 730 2828 13910.4 -54915.3 -3219.2
75 740 2827 -10586 1412.46 14276.8
76 750 2826 2550.71 -4397.42 -15784.8
77 760 2825 -13736.9 14592.7 6576.32
78 770 2824 4281.53 17980.8 21840.4
79 780 2823 13400 -8048.91 1517.68
80 790 2822 -4301.09 -36052.7 5292.19
81 800 2821 -14193 -39090.1 -5420.13
82 810 2820 -13960.8 -4460.44 -1432.5
83 820 2819 -17151.7 -8400.49 60.8803
84 830 2818 -16792.1 11003.5 -13394.3
85 840 2817 -3290.07 13480.9 1103.42
86 850 2816 45334.4 -3002.15 14508.2
87 860 2815 18164.7 -27504.8 5304.17
88 870 2814 -33612.3 -17801.5 -13366.8
89 880 2813 -12073 -186.527 -4563.4
90 890 2812 -8105.98 -7236.13 3199.54
91 900 2811 -26227.1 14687.3 -17660.1
92 910 2810 47871 8887.46 -2454.53
93 920 2809 45335.4 -6863.33 8497.54
94 930 2808 24608.7 -16829.2 3686.74
95 940 2807 -10683 -24127.6 8162.24
96 950 2806 -45690.2 -10768.5 14488
97 960 2805 -22101.3 -2353.34 -4000.16
98 970 2804 -5678.51 16267.8 -13571.1
99 980 2803 51463.7 28915.8 13137.3
100 990 2802 52807.6 17644 12693.6
30000 100
1 0 3001 1.45456e+06 743696 595707
2 10 3000 117618 140562 116530
3 20 2999 -28123.7 -43151.6 -13202.5
4 30 2998 85502.9 84960.4 121154
5 40 2997 -84702.2 -120523 -64658
6 50 2996 -68781.8 -87919 -48586
7 60 2995 112566 137678 88560.2
8 70 2994 175154 199438 167406
9 80 2993 16096.4 46074 35756.3
10 90 2992 -15648.4 -29717.8 -15412.8
11 100 2991 -4934.83 -55029.8 1391.09
12 110 2990 -80792.7 -127238 -79382.4
13 120 2989 -3414.43 -23783.7 -13010.8
14 130 2988 87409.1 124048 79491.6
15 140 2987 78177 100299 73878.8
16 150 2986 88143.2 53329.8 58369.4
17 160 2985 -15809.8 -34469.5 -11240.3
18 170 2984 -54536.5 -97888.9 -17774.6
19 180 2983 -33899.8 -83503.7 -17794.6
20 190 2982 -3215.55 13011.4 -2129.07
21 200 2981 -1967.43 26090.7 12489.5
22 210 2980 101363 84072.2 90210.5
23 220 2979 117166 66794.8 85561.2
24 230 2978 -47442.7 -83480 -40919.5
25 240 2977 -29851.4 -84190.3 -11849.2
26 250 2976 -5821.08 -30865.2 -4041.5
27 260 2975 -70263.7 -4324.44 -36464.4
28 270 2974 15622 25900.4 5294.08
29 280 2973 111583 67046.5 66152.5
30 290 2972 25985.7 18051.4 35710
31 300 2971 20455.1 -60970 -8478.77
32 310 2970 6891.35 -30321.2 18660.5
33 320 2969 -49842.8 -13299.7 -10821.1
34 330 2968 -43524.4 1809.62 -38519.3
35 340 2967 42102.2 79303.2 60762.9
36 350 2966 30366.7 4626.45 31993.1
37 360 2965 29415.6 3373.73 -11588.4
38 370 2964 36700.5 -28637.5 -4980.89
39 380 2963 -16213.7 -101312 -52353.2
40 390 2962 -4405.94 13968.4 -24714.2
41 400 2961 -2256.01 44663.2 -12759.1
42 410 2960 -11352.6 4860.36 941.33
43 420 2959 39610.5 35164.4 39060
44 430 2958 41773.5 25374.3 24522.7
45 440 2957 -9210.85 -40123 -26390.4
46 450 2956 -14788.7 -49976.4 -48231.7
47 460 2955 -18974.3 20973.3 -6120.47
48 470 2954 -9994.62 58854.2 4360.48
49 480 2953 -15052.6 -4133.44 -16256.3
50 490 2952 2481.53 31423.1 22585.9
51 500 2951 -2259.7 4887.01 2755.01
52 510 2950 3130.93 -51131.7 -15538.9
53 520 2949 -2825.56 -11487 -14083.9
54 530 2948 -26779 20054.3 -17716.8
55 540 2947 -4405.04 41302.1 9459.73
56 550 2946 27428.3 41403.9 5781.65
57 560 2945 3283.92 23760.9 15986.6
58 570 2944 389.052 -20832.5 2375.79
59 580 2943 31087.9 -31356.9 -15084.7
60 590 2942 -32100.3 -26015.4 -11564
61 600 2941 -18657.6 -23177.4 2335.26
62 610 2940 4476.5 25358.7 4258.25
63 620 2939 8484.98 30172.8 -2292.74
64 630 2938 -1933.69 -2742.98 24423.2
65 640 2937 27456.1 -18075.2 10992.8
66 650 2936 20082.4 -13366.2 -2912.78
67 660 2935 -35161.7 -30981.5 -7537.95
68 670 2934 -35497 -30316.8 -17598.8
69 680 2933 -6546.2 50478.2 3665.57
70 690 2932 -15130.4 5925.53 -3895.47
71 700 2931 34695 -12994.8 -6350.24
72 710 2930 49743.7 21711.8 21683.6
73 720 2929 13542.8 -63558.9 1684.82
74 730 2928 13475.7 -57545.1 -1123.56
75 740 2927 -12343.3 3626.53 14924
76 750 2926 -1957.57 -3.58548 -15705.9
77 760 2925 -9330.46 13424.3 5707.61
78 770 2924 104.878 17717.6 20200.1
79 780 2923 12396.1 -5143.12 -319.747
80 790 2922 -881.068 -38634.2 5581.39
81 800 2921 -16504.1 -42108.8 -1317.42
82 810 2920 -14240.8 -1555.96 -3712.66
83 820 2919 -14347.9 -5825.47 -2649.49
84 830 2918 -14081.4 8049.29 -14728.8
85 840 2917 -6996.74 12541.1 -8682.53
86 850 2916 44640.8 -2000.24 11822
87 860 2915 16975.3 -32670.1 5605.67
88 870 2914 -38848.3 -21734 -15830.7
89 880 2913 -11103.9 2055.2 -2136.38
90 890 2912 -9803.18 -7001.59 1483.02
91 900 2911 -29673.5 12849 -22065.1
92 910 2910 44104.8 8892.68 -4857.93
93 920 2909 39365.9 -8495.91 5826.19
94 930 2908 19520.9 -23426.8 2446.65
95 940 2907 -11937.7 -27845 8578.55
96 950 2906 -47689.7 -9969.94 15589.1
97 960 2905 -27384.4 -5569.67 -5858.91
98 970 2904 -8286.57 13942.7 -16456.4
99 980 2903 45479.4 30606.5 13375.1
100 990 2902 42883.5 14735.1 9847.27
31000 100
1 0 3101 1.42558e+06 746639 598106
2 10 3100 113981 144436 114393
3 20 3099 -30238.9 -41015.1 -16588.3
4 30 3098 88612.9 92757.8 122554
5 40 3097 -83394.3 -116381 -67047.5
6 50 3096 -69732.8 -89077.6 -53091.2
7 60 3095 108104 139926 86696
8 70 3094 172390 199016 165507
9 80 3093 17698.1 44917.1 33467.9
10 90 3092 -16921.7 -27705.8 -18627.4
11 100 3091 -5380.71 -53922.4 1340.49
12 110 3090 -77184.7 -124475 -78256
13 120 3089 -5766.55 -24474.8 -18798.1
14 130 3088 81087.4 121008 80019.3
15 140 3087 79216.4 102415 79546.6
16 150 3086 87866.4 53008.1 54244.3
17 160 3085 -17430 -35504 -9233.2
18 170 3084 -50296 -93945.3 -10511.2
19 180 3083 -29578.9 -79415.9 -21056.6
20 190 3082 -3244.28 12184.4 -2484.84
21 200 3081 -5988.46 29512.6 16119.2
22 210 3080 100220 88869.1 86668.7
23 220 3079 117380 65891.8 82391.6
24 230 3078 -50386.6 -84105.4 -39739.1
25 240 3077 -29251.6 -83761.3 -11037.6
26 250 3076 123.384 -34246.6 -6275.16
27 260 3075 -66221.5 -8498.52 -35130.7
28 270 3074 14189.7 27722.6 8975.09
29 280 3073 110759 68657.5 66009.6
30 290 3072 26801 17588.9 34510
31 300 3071 17968.1 -57787.7 -4568.61
32 310 3070 6365.9 -29500.8 22801.9
33 320 3069 -47084.8 -16043.1 -13150
34 330 3068 -37049.3 3005.68 -36034.8
35 340 3067 41556.8 79040.3 61600.3
36 350 3066 25890.8 5782.23 25411.9
37 360 3065 32613.9 6509.54 -13734.2
38 370 3064 34361.5 -30143.3 -3062.91
39 380 3063 -22011.4 -101614 -52772.9
40 390 3062 -1287.14 11851.3 -23474.8
41 400 3061 2000.71 37988.6 -11264.7
42 410 3060 -13561.4 2661.72 -1837.78
43 420 3059 37108.4 33554.8 35276.3
44 430 3058 46484.3 18680.8 22497.4
45 440 3057 -8683.27 -42815 -26343.7
46 450 3056 -18456.7 -53555.2 -44542
47 460 3055 -14394.7 13051.1 -1559.62
48 470 3054 -6422.45 55635 5268.43
49 480 3053 -16630 -4166.03 -15553
50 490 3052 392.533 30698.8 18462.5
51 500 3051 1443.31 7205.48 -2680.01
52 510 3050 4936.45 -48464.4 -15937.4
53 520 3049 -5068.48 -12583.5 -12036.5
54 530 3048 -25370.4 18998.5 -13840
55 540 3047 -1329.78 39488.1 10552.1
56 550 3046 24973.2 40501.6 5601.78
57 560 3045 -2595.99 25905.5 17125.8
58 570 3044 3128.84 -20715 -525.938
59 580 3043 34306.3 -31565.8 -14870.4
60 590 3042 -32886.3 -27017.6 -3847.97
61 600 3041 -14779.6 -28254.5 4751.01
62 610 3040 9255.52 21976.6 8469.39
63 620 3039 7689.67 28825.3 1736.52
64 630 3038 -5408.15 -2545.66 18446.7
65 640 3037 27589.6 -17815.5 7171.76
66 650 3036 22394.3 -12831.8 -3585.94
67 660 3035 -36428 -30255.3 -10474.2
68 670 3034 -32630.8 -34131.7 -19428
69 680 3033 -2147.15 47394.6 3070.66
70 690 3032 -13161.2 6612.4 -6402.01
71 700 3031 32258.2 -12236.9 -9119.59
72 710 3030 49261.4 24744.6 18567.9
73 720 3029 16854.3 -59836.9 1504.45
74 730 3028 11712.3 -57341.4 1197.38
75 740 3027 -12186.2 1823.77 14285.4
76 750 3026 1727.16 -2317.81 -13489.1
77 760 3025 -4349.38 9430.55 7397.19
78 770 3024 -788.433 17236.3 17385.6
79 780 3023 10035.2 -3407.23 221.723
80 790 3022 4659.1 -40056.3 9059.52
81 800 3021 -16936.1 -41576.6 -1129.77
82 810 3020 -19063.2 -1799.41 -4759.51
83 820 3019 -12307.7 -7525.62 -1378.02
84 830 3018 -11418.7 9097.81 -14116
85 840 3017 -10072 16231.1 -10038.4
86 850 3016 42478.2 1705.56 13151.3
87 860 3015 21409.8 -30615.8 7573.64
88 870 3014 -38240.2 -21433.3 -15584.3
89 880 3013 -10777.2 3071.62 -179.795
90 890 3012 -7620.35 -7722.67 4609.91
91 900 3011 -26913.8 10086.4 -19662.2
92 910 3010 45183.8 15623.4 -2535.68
93 920 3009 35810.1 -1086.15 10979.9
94 930 3008 23796.5 -24379.5 3595.66
95 940 3007 -6814.8 -24160.4 6169.32
96 950 3006 -51237.1 -4373.99 15908
97 960 3005 -24774 -10627.9 -8304.73
98 970 3004 -2519.78 11814.3 -20254.8
99 980 3003 43197.1 37684.6 14196.4
100 990 3002 39623.8 16883.3 12087.3
32000 100
1 0 3201 1.39853e+06 740603 597086
2 10 3200 109663 144234 114344
3 20 3199 -30883.2 -38209 -17254.7
4 30 3198 90822.5 93870.2 126638
5 40 3197 -81014 -115355 -63303.9
6 50 3196 -69387.5 -87412.9 -56421.7
7 60 3195 105181 136965 87994.1
8 70 3194 172555 196312 165567
9 80 3193 15147.6 45486.5 29530.4
10 90 3192 -15398.5 -28112.8 -18532.6
11 100 3191 -151.832 -51274.2 5211.12
12 110 3190 -77042.2 -120140 -77571.6
13 120 3189 -4902.8 -24274.2 -21600.6
14 130 3188 79463 119876 82235.2
15 140 3187 77083.5 101463 80082.2
16 150 3186 83145.8 51813.2 49089.4
17 160 3185 -18214 -34612.4 -8727.71
18 170 3184 -44806 -91007.7 -7574.14
