# Time-correlated data for fix SS
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy v_pxz*v_pxz v_pyz*v_pyz
0 100
90 890 16712 1599.85 1036.85 -506.244
91 900 16711 -17902.3 -11072 -24760.9
92 910 16710 15947.5 6806.23 2596.16
93 920 16709 5707.59 438.262 6481.71
94 930 16708 4865.07 -7362.79 1896.55
95 940 16707 6443.29 -5942.16 11740.7
96 950 16706 -13961.6 -6382.71 6724.68
97 960 16705 -5436.27 -4853.83 -13061.5
98 970 16704 -4610.6 -3372.5 -20922.7
99 980 16703 10713.9 12549.2 1250.23
100 990 16702 13339.2 945.816 397.293
169000 100
1 0 16901 744056 633521 588754
2 10 16900 105255 116273 102721
3 20 16899 -31722.1 -36032.6 -30570.4
4 30 16898 106337 94264.7 112795
5 40 16897 -80290.2 -100879 -73545.4
6 50 16896 -67228 -75822 -73241.3
7 60 16895 106745 107959 86468.6
8 70 16894 170207 176720 158673
9 80 16893 29296.3 34394.1 15338.2
10 90 16892 -17583.8 -22797.4 -19091.6
11 100 16891 -12892.5 -28829.3 -6635.17
12 110 16890 -82802.3 -111775 -84047.3
13 120 16889 -19784.5 -17687.4 -11038.7
14 130 16888 84105.2 98652.9 81613.6
15 140 16887 82136.4 77164.3 72442.8
16 150 16886 50647.1 67086.5 47630.4
17 160 16885 -31442.9 -21540.5 -29788.2
18 170 16884 -33873 -60181.4 -29239
19 180 16883 -44416.4 -46430.6 -34973.2
20 190 16882 979.339 2021.21 -1410.11
21 200 16881 14577 4339.46 8969.86
22 210 16880 85903 95948.7 92382
23 220 16879 74353 78740 72475.4
24 230 16878 -61060.4 -67974.1 -57323.3
25 240 16877 -25752.9 -40634.6 -12856.3
26 250 16876 -10020.1 -24140.3 -18234.2
27 260 16875 -43837.4 -40772.4 -47668.5
28 270 16874 16589.4 10291.1 8244.23
29 280 16873 73794.4 67331.8 63827.8
30 290 16872 3825.09 19344.7 8908.67
31 300 16871 -17848.6 -25860.1 -12040.2
32 310 16870 4502.87 -4731.21 16767.5
33 320 16869 -27721.9 -25927.7 -23420.4
34 330 16868 -15221.7 -17725.1 -16985
35 340 16867 62242.4 73375 66016.2
36 350 16866 9296.58 6352.67 7674.61
37 360 16865 7691.88 7758.38 2166.31
38 370 16864 -5230.34 -9979.72 -5646.91
39 380 16863 -49706.9 -81860.4 -61516.1
40 390 16862 15327.9 5610.37 -6982.22
41 400 16861 18828.8 13765.5 -4306.56
42 410 16860 10561.6 -5057.47 58.1691
43 420 16859 37547.9 35260.7 28346.8
44 430 16858 23320.1 15764.9 19087.4
45 440 16857 -23764 -35613.2 -29077.9
46 450 16856 -25175 -47358 -30625.9
47 460 16855 17721.2 7649.37 4796.47
48 470 16854 21246.3 26636.3 4181.51
49 480 16853 -1008.13 -17693.9 -10153.8
50 490 16852 28685 31400.5 25181.1
51 500 16851 -8459.19 1179.16 -7050.29
52 510 16850 -24383.5 -31203 -16746.6
53 520 16849 6209.85 3082.67 8525.58
54 530 16848 -3139.84 -1977.97 -14030.3
55 540 16847 16172.8 13328.8 8137.75
56 550 16846 35689.9 31218.8 25783.6
57 560 16845 365.021 1537 509.07
58 570 16844 -13309.7 -23787.3 -12440.1
59 580 16843 3633.88 -5806.24 8001.43
60 590 16842 -25771.9 -18947.6 -21128.7
61 600 16841 -1698.23 -16798 -15992.4
62 610 16840 32979.4 24903.3 17362.9
63 620 16839 10997.1 13226.5 1674.87
64 630 16838 -261.703 -7007.23 -570.671
65 640 16837 16019.6 1045.49 18484.6
66 650 16836 -1259.24 -5282.39 5330.91
67 660 16835 -32884.6 -28772.2 -30028.9
68 670 16834 -6156.87 -17361.2 -8079.52
69 680 16833 32054.5 40045.6 21101.1
70 690 16832 -10561.6 -4720.54 -15816.6
71 700 16831 -282.673 -13247.4 -1495.47
72 710 16830 32804.8 25560 34344.7
73 720 16829 -19388.7 -33073.9 -13640.7
74 730 16828 -15941.8 -31948.3 -13819.8
75 740 16827 20538.5 13414.8 14556.9
76 750 16826 -6113.03 -9170.41 -11850.5
77 760 16825 -2760.16 1967.35 -4144.06
78 770 16824 16759.8 10946.8 15331.4
79 780 16823 -7971.72 -10611.1 -4043.22
80 790 16822 -10666 -26399.9 -2608.48
81 800 16821 -4953.15 -20916.2 2797.7
82 810 16820 -9222.34 -2309.35 -6792.25
83 820 16819 2712.62 -9156.99 2954.78
84 830 16818 -533.016 4350.32 -8243.61
85 840 16817 -13670.8 -4423.57 -14018.2
86 850 16816 17917.8 119.958 18121.7
87 860 16815 6146.95 -13070.9 2875.36
88 870 16814 -20271.3 -29189.3 -14016.2
89 880 16813 6024.42 -4038.56 11980.6
90 890 16812 1809.98 732.712 -104.567
91 900 16811 -18295.7 -12114.4 -24837.3
92 910 16810 15877.3 6035.31 2944.84
93 920 16809 6077.81 -305.317 6873.9
94 930 16808 4488.67 -7621.99 2097.65
95 940 16807 5824.55 -5256.19 11752.1
96 950 16806 -14001 -5776.87 7042.41
97 960 16805 -5924.13 -4700.39 -13120.7
98 970 16804 -4772.76 -3773.93 -21154.1
99 980 16803 10528.6 11564.9 1657.6
100 990 16802 12873.5 -90.0588 432.421
170000 100
1 0 17001 742642 632748 588436
2 10 17000 105656 116556 103114
3 20 16999 -31078.4 -35518.4 -30567.8
4 30 16998 106359 94698.4 112250
5 40 16997 -80068.9 -100127 -73709.7
6 50 16996 -66780 -75356.3 -73421.7
7 60 16995 106832 108021 86215
8 70 16994 169971 176632 158589
9 80 16993 29304.7 34652.6 15179.6
10 90 16992 -17377.3 -22134 -19425.2
11 100 16991 -13232.1 -28232.8 -7078.98
12 110 16990 -82948 -110819 -84452.3
13 120 16989 -19693 -16993.5 -11380.7
14 130 16988 83736.8 98389.1 81348.3
15 140 16987 81746.2 77123.2 72509.5
16 150 16986 50239.2 67187 47865.2
17 160 16985 -31392 -20729 -29531.8
18 170 16984 -34354.8 -59290 -29255.7
19 180 16983 -44808.8 -45590.8 -35086.4
20 190 16982 1140.43 2880.76 -1711.74
21 200 16981 14291.7 4602.04 8902.31
22 210 16980 85696.5 95721 92366.6
23 220 16979 74418.1 78662.6 72456.6
24 230 16978 -61453.8 -67703.4 -57348.5
25 240 16977 -26214.5 -40465.9 -13195.1
26 250 16976 -10220 -23569.1 -18806.5
27 260 16975 -43998.4 -40377.2 -48161.1
28 270 16974 16658.2 10621.6 8014.9
29 280 16973 73926.8 67938.9 63746.7
30 290 16972 4015.38 19462.1 9287.99
31 300 16971 -17937.7 -25649.3 -11921.2
32 310 16970 4439.53 -4259.35 16595.9
33 320 16969 -27726.1 -25535.8 -23366.1
34 330 16968 -15006.2 -16858.3 -17268.2
35 340 16967 62724.8 73885.5 65817.7
36 350 16966 10065.2 6982.52 8082.03
37 360 16965 7970.78 8330.49 2793.65
38 370 16964 -5578.36 -9586.69 -5480.38
39 380 16963 -49871.9 -81366 -61238
40 390 16962 15034 5824.62 -6566.95
41 400 16961 18970.2 14112 -4506.73
42 410 16960 11121.6 -4959.07 -0.612454
43 420 16959 37874.6 35308.9 28646.7
44 430 16958 23510.1 16093.3 19406.2
45 440 16957 -23938.8 -34810 -28921.4
46 450 16956 -25285.9 -46497.8 -30583.5
47 460 16955 17699.5 7973.34 5025.35
48 470 16954 21223.9 27072.5 4156.99
49 480 16953 -350.968 -17554.3 -9965.72
50 490 16952 29138.5 31051.7 25390.4
51 500 16951 -8675.34 1764.64 -6971.52
52 510 16950 -24518.2 -30355.9 -16234
53 520 16949 6337.21 3538.64 8374.7
54 530 16948 -3174.78 -1289.62 -14313.8
55 540 16947 16367 13878.1 8018.04
56 550 16946 36037.8 31283.8 25555.6
57 560 16945 149.374 1566.09 396.786
58 570 16944 -13511 -23346.6 -12465
59 580 16943 3002.34 -5303.7 8273.96
60 590 16942 -26287.2 -18562.1 -21283
61 600 16941 -1904.36 -16116.7 -16206.6
62 610 16940 33288.6 25809 17277.2
63 620 16939 11376.5 14004.6 1314.48
64 630 16938 -572.02 -6116.73 -470.119
65 640 16937 15540.4 1400.4 18371.9
66 650 16936 -2122.59 -5121.47 5156.36
67 660 16935 -33398.5 -28527.7 -30087.2
68 670 16934 -6032.76 -17208.4 -8198.85
69 680 16933 31709.1 40046 20673.8
70 690 16932 -10456 -4378.39 -16323.1
71 700 16931 -53.9488 -12564.4 -1200.23
72 710 16930 32245 25707.5 34093
73 720 16929 -19976.3 -32614.8 -13637.3
74 730 16928 -15783.6 -31336.4 -13196
75 740 16927 20696.2 13451.9 14667.4
76 750 16926 -5892.19 -8879.83 -12069.5
77 760 16925 -1524.5 1997.9 -4243.27
78 770 16924 17050.4 11048.3 15895.1
79 780 16923 -8143.73 -10274.5 -3921.4
80 790 16922 -10638.8 -26156 -2868.63
81 800 16921 -4865.23 -20437.5 3286.36
82 810 16920 -9181.2 -2488.76 -6910.77
83 820 16919 3145.39 -9112.87 2188.13
84 830 16918 794.152 4235.56 -8662.82
85 840 16917 -13559.5 -4651.17 -13996.5
86 850 16916 17626.3 229.587 17833.9
87 860 16915 6318.74 -13124.4 3025.78
88 870 16914 -20231.1 -28855.3 -13206.2
89 880 16913 6542.92 -4027.23 11544
90 890 16912 2649.99 612.225 -379.226
91 900 16911 -18001.3 -11769 -24623.2
92 910 16910 15820.1 6257.85 2586.81
93 920 16909 5795.46 24.7167 6817.35
94 930 16908 3756.72 -7445.82 2848.28
95 940 16907 5725.97 -5001.79 12499.6
96 950 16906 -13251 -5519.27 6448.5
97 960 16905 -5875.73 -4632.29 -13355.3
98 970 16904 -4571.01 -3820.92 -21186.2
99 980 16903 10863.4 11532.5 840.229
100 990 16902 12159.2 -218.793 334.961
171000 100
1 0 17101 743345 632992 589930
2 10 17100 106796 116414 104215
3 20 17099 -30911.2 -35645.7 -31005.1
4 30 17098 105657 94575.4 110345
5 40 17097 -81195.6 -99881.7 -75082.6
6 50 17096 -67153.3 -75169.1 -73318
7 60 17095 107568 106970 87150.5
8 70 17094 170871 177258 160091
9 80 17093 29774.9 34983.9 16208.4
10 90 17092 -17443.2 -23280.6 -20174.3
11 100 17091 -14144.2 -27804.6 -8798.7
12 110 17090 -83674.4 -110138 -85582
13 120 17089 -19573.4 -16946 -11466.9
14 130 17088 84810.9 97810 81990.8
15 140 17087 82903.5 77668.7 73863.5
16 150 17086 50366.4 67542.1 48118.2
17 160 17085 -31887.9 -22195.8 -30339.8
18 170 17084 -35895.7 -58901.4 -30858.7
19 180 17083 -46491.6 -44786.6 -36726.1
20 190 17082 498.439 2541.88 -1836.69
21 200 17081 14977.3 4405.34 9456.91
22 210 17080 86088.5 95559.3 92673.1
23 220 17079 74348.8 78944.9 72585.7
24 230 17078 -61811 -68655.1 -57996.4
25 240 17077 -27779.6 -40628.4 -14391.3
26 250 17076 -11637.1 -22402.2 -19601.9
27 260 17075 -44237.3 -40209.5 -47644.3
28 270 17074 16835.8 10492.5 9467.29
29 280 17073 73749.9 67554.3 64940.3
30 290 17072 3669.36 19539.9 9665.81
31 300 17071 -18813.2 -26034.4 -12520.6
32 310 17070 3152.48 -5001.08 15005
33 320 17069 -28092.4 -24451.5 -24889.3
34 330 17068 -14277.7 -16629.1 -16973
35 340 17067 63909.5 72924.4 66678.1
36 350 17066 11569.4 6779.59 8962.38
37 360 17065 8657.67 8413.82 3089.67
38 370 17064 -5805.18 -9840.25 -6166.07
39 380 17063 -50143.3 -81610.2 -61773.4
40 390 17062 14785.4 6954.68 -7107.68
41 400 17061 19181.9 14693 -3688.68
42 410 17060 12313 -5744.04 1757.35
43 420 17059 39360.7 35066.5 29667.4
44 430 17058 24150.1 16151 19230.7
45 440 17057 -23459.6 -34534.4 -29943.3
46 450 17056 -25216.5 -46307 -31225.3
47 460 17055 17937 8692.61 5013.49
48 470 17054 21980 27926.9 4845.57
49 480 17053 497.674 -18260.8 -8379.86
50 490 17052 30253.7 30269.3 25791.2
51 500 17051 -8490.78 1461.01 -7870.04
52 510 17050 -25175.1 -30582.9 -17616.1
53 520 17049 6037.65 3746.5 7820.13
54 530 17048 -3592.03 -913.532 -13733.3
55 540 17047 16277.4 14829.6 9069.77
56 550 17046 36842 31019.2 26937.3
57 560 17045 636.688 914.191 619.73
58 570 17044 -14021 -22753.3 -13623.6
59 580 17043 2207.91 -5316.9 7012.16
60 590 17042 -27120.4 -18635 -21891.5
61 600 17041 -3017.23 -15851.1 -15602.1
62 610 17040 32764.8 25725.7 18831.3
63 620 17039 11132.2 13734.3 2649.13
64 630 17038 -1050.07 -6905.06 -653.791
65 640 17037 14812.2 1485.95 17521.6
66 650 17036 -3095.32 -5032.64 3984.19
67 660 17035 -33649 -28799.9 -31148.6
68 670 17034 -5970.96 -17150.6 -7780.57
69 680 17033 32259.8 39473.5 22156.6
70 690 17032 -9729 -4511.29 -15142.9
71 700 17031 -243.815 -12956.5 -1526.44
72 710 17030 31443 25556.1 32892.5
73 720 17029 -20793.8 -32222.7 -15246.2
74 730 17028 -16417.3 -31336.3 -14720.2
75 740 17027 20434.7 13564.1 14985.6
76 750 17026 -5266.68 -9222.86 -10708.7
77 760 17025 -1164.14 1557.46 -3023.71
78 770 17024 16854.1 10627.6 15921.3
79 780 17023 -8127.73 -10583.8 -4937.77
80 790 17022 -10950.8 -25834 -4456.64
81 800 17021 -4481.29 -20407.9 2189.75
82 810 17020 -8265.76 -2688.94 -6517.79
83 820 17019 3436.1 -9870.77 3301.14
84 830 17018 1296.22 3740.44 -7435.79
85 840 17017 -13419.2 -4553.97 -13795.6
86 850 17016 17030.9 -189.756 17061.4
87 860 17015 6547.55 -12377.8 2367.54
88 870 17014 -19763.7 -28244.2 -13559.4
89 880 17013 7022.43 -4151.23 12292.4
90 890 17012 3161.3 182.738 877.707
91 900 17011 -17583.8 -12241.5 -23689.4
92 910 17010 15823.3 6728.05 2991.35
93 920 17009 5473.06 223.271 6326.49
94 930 17008 3928.92 -7025.01 2372.89
95 940 17007 6214.3 -4516.26 12269.8
96 950 17006 -13432.7 -5520.46 6657.36
97 960 17005 -6014.7 -4797.54 -12770
98 970 17004 -4502.68 -4143.72 -20794.9
99 980 17003 9850.44 11943 996.4
100 990 17002 11573.2 224.521 -22.7416
172000 100
1 0 17201 743307 632089 590553
2 10 17200 107557 115965 104069
3 20 17199 -30925.8 -35637.7 -31220.2
4 30 17198 104688 94727.9 110874
5 40 17197 -82506.2 -99932.8 -75559.8
6 50 17196 -67416.4 -74921.5 -73854.4
7 60 17195 107786 106482 87248.9
8 70 17194 171200 176325 159858
9 80 17193 30420.7 35143.6 15614.5
10 90 17192 -17805.1 -22933.6 -20378.2
11 100 17191 -14844.4 -27615.3 -8369.85
12 110 17190 -84044.3 -109553 -86043.2
13 120 17189 -19278.5 -16774.2 -11940.5
14 130 17188 85345.3 97181.5 82682.8
15 140 17187 83452.5 77289.8 73756.9
16 150 17186 51013.2 67158.7 47268
17 160 17185 -32759.6 -22317 -29891.7
18 170 17184 -37680.3 -58518.8 -30786.6
19 180 17183 -46994 -44816 -37239.7
20 190 17182 -222.809 2251.74 -1447.78
21 200 17181 15238.8 3788.54 9900.01
22 210 17180 87347.9 94835.3 92477.8
23 220 17179 74663.1 79111.3 72333.9
24 230 17178 -61518.1 -68779.4 -57586.8
25 240 17177 -28190.8 -40537.3 -14125.9
26 250 17176 -12176.5 -21550.7 -19818.5
27 260 17175 -44213.5 -40356.6 -47460.4
28 270 17174 16772.4 10184.5 9725.87
29 280 17173 74243.9 67494 64517.1
30 290 17172 3615.7 19250.2 9269.83
31 300 17171 -19365.6 -25971.5 -12229.2
32 310 17170 2579.12 -4910.05 15454.1
33 320 17169 -28732.9 -24230.6 -24924
34 330 17168 -13737.3 -16321.7 -16139.3
35 340 17167 64698.6 72677.1 67486.6
36 350 17166 12297.4 6781.09 8421.45
37 360 17165 9528.99 8372.09 3009.06
38 370 17164 -6374.72 -10027.4 -6001.29
39 380 17163 -51344.4 -81421.5 -62149.3
40 390 17162 14047.4 7178.73 -7102.82
41 400 17161 18594 14769.6 -2998.65
42 410 17160 12721.1 -5648.46 1956.41
43 420 17159 40188.6 35002.1 28906.2
44 430 17158 24680.2 16021.8 18933.2
45 440 17157 -23468.6 -34250.9 -29772.1
46 450 17156 -25819.4 -46346.1 -31774.3
47 460 17155 17622.8 8839.98 5397.71
48 470 17154 21913.2 28554.7 6074.79
49 480 17153 1248.68 -18248.6 -8512.64
50 490 17152 30832.3 30530.8 25055.7
51 500 17151 -8969.7 1984.99 -7786.23
52 510 17150 -25711.6 -30402.9 -18294.7
53 520 17149 4311.51 3987.46 7186.08
54 530 17148 -5002.06 -876.655 -13287.9
55 540 17147 16936.3 15258.7 9386.91
56 550 17146 37495.7 31025.8 27124.9
57 560 17145 1741.12 606.898 -16.1218
58 570 17144 -12517.3 -22423.8 -14008.1
59 580 17143 1842.13 -5381.96 6901.08
60 590 17142 -27990.7 -19044.5 -22611.6
61 600 17141 -3535.29 -16202.4 -15327.1
62 610 17140 32408.8 26267.7 19186.9
63 620 17139 11627.1 13917.4 2180.86
64 630 17138 -512.372 -7419.07 -703.041
65 640 17137 15026.4 1967.55 17795.2
66 650 17136 -3549.26 -5273.29 4196.98
67 660 17135 -34231 -29105.5 -30754.1
68 670 17134 -5560.53 -17112.9 -6993.71
69 680 17133 32873.3 39245.1 22437
70 690 17132 -8005.44 -3949.73 -15424.4
71 700 17131 1216.78 -13339.1 -1809.38
72 710 17130 31339.8 25383.6 33000.9
73 720 17129 -21402.3 -31881.7 -14967.1
74 730 17128 -17642.6 -31850.8 -14700.6
75 740 17127 19502.6 13821.6 15764
76 750 17126 -4984.4 -8613.43 -10814.7
77 760 17125 -188.55 2029.51 -3835.4
78 770 17124 17826.2 10619.6 15981.7
79 780 17123 -8316.85 -10652.6 -5322.48
80 790 17122 -11644.1 -25203.1 -4677.27
81 800 17121 -5316.7 -20822.3 2961.8
82 810 17120 -8973.1 -3004.29 -6235.34
83 820 17119 4259.29 -9615.86 2979.76
84 830 17118 2617.97 4033.18 -8050.65
85 840 17117 -13196.9 -4979.99 -14442.6
86 850 17116 16465.5 -726.698 16834
87 860 17115 5103.16 -11687.5 2552.89
88 870 17114 -21649.2 -28445.7 -12933.7
89 880 17113 6657.92 -4377.16 12923.6
90 890 17112 4257.88 814.188 417.438
91 900 17111 -15844.4 -12521.4 -24214
92 910 17110 17028.9 6726.41 2418.31
93 920 17109 4973.24 4.6315 5916.43
94 930 17108 2459.88 -7262.93 3136.09
95 940 17107 4320.67 -4274.56 12565.5
96 950 17106 -14636.1 -5785.27 6727.51
97 960 17105 -5443.45 -4437.1 -12972.8
98 970 17104 -3185.11 -3846.83 -21911.8
99 980 17103 10459.3 11499.9 373.114
100 990 17102 11255.2 109.089 94.7441
173000 100
1 0 17301 742806 632048 590150
2 10 17300 108416 116179 104048
3 20 17299 -30716.9 -35496.5 -31198.4
4 30 17298 103546 94165.7 110262
5 40 17297 -83741.6 -100635 -75721.2
6 50 17296 -67997.4 -74822.4 -73487.9
7 60 17295 107291 106482 87659.2
8 70 17294 171284 175795 160053
9 80 17293 31278.3 35394.8 15556.9
10 90 17292 -18029.7 -22953.8 -20746.4
11 100 17291 -15413.5 -28532.4 -9275.03
12 110 17290 -84861.5 -109419 -86405.7
13 120 17289 -20588.2 -16752.3 -11585.3
14 130 17288 85071.2 96700.9 82776.3
15 140 17287 83530.8 77426.8 73268.7
16 150 17286 51281.7 66910.6 46988.4
17 160 17285 -32424.2 -23065.4 -30829.8
18 170 17284 -38059.8 -58802.4 -31754.9
19 180 17283 -47372.6 -44922.6 -37210.1
20 190 17282 -684.726 2207.64 -677.369
21 200 17281 15264.3 4160.9 10332
22 210 17280 88250.6 94742.2 92095.4
23 220 17279 75400 79082.5 71874.9
24 230 17278 -60681.4 -68700.9 -58323.3
25 240 17277 -28286.3 -41107.5 -14822.5
26 250 17276 -13191.7 -21469.8 -19468.3
27 260 17275 -44762 -40221.5 -46162.4
28 270 17274 16255.3 9944.98 10337.3
29 280 17273 74193.5 68023.4 64536.5
30 290 17272 4550.68 18971.4 8997.7
31 300 17271 -19170 -26101.6 -12578.3
32 310 17270 2297.18 -4520.71 15399.2
33 320 17269 -28903.1 -24013.9 -24045.2
34 330 17268 -14421 -15423 -15018.7
35 340 17267 64315.1 73297.1 67738.7
36 350 17266 12683.8 7179.76 8462.69
37 360 17265 9854.33 8435.98 2624.66
38 370 17264 -6315.36 -9934.7 -6484.74
39 380 17263 -51549.4 -81651.7 -61855.8
40 390 17262 13514.3 7049.13 -6223.93
41 400 17261 18299.5 15410.4 -2077.74
42 410 17260 13073.2 -5280.29 2425.62
43 420 17259 41025 35344.4 28636.7
44 430 17258 25245.7 16442.9 18214
45 440 17257 -23027.5 -34457.2 -30788
46 450 17256 -26143.7 -46510.8 -31957.7
47 460 17255 16323.1 8783.3 6154.67
48 470 17254 20842.2 28270.2 5958.15
49 480 17253 754.768 -18588.5 -8409.38
50 490 17252 30564.8 29762.6 25057.7
51 500 17251 -8512.63 1735.08 -9084.25
52 510 17250 -25064.3 -30605.4 -19132.3
53 520 17249 3759.55 3314.58 7107.4
54 530 17248 -5860.8 -852.721 -13319
55 540 17247 16128 15585.9 9524.69
56 550 17246 36946.4 30881.7 26811.1
57 560 17245 2150.48 729.654 -872.187
58 570 17244 -11587.9 -22243.9 -14963.3
59 580 17243 2431.05 -5752.76 6260.33
60 590 17242 -27859.4 -19006.6 -22164.5
61 600 17241 -4381.99 -16259 -14712
62 610 17240 31918.9 25759.9 19710.9
63 620 17239 11647.6 13955 2571.48
64 630 17238 164.138 -7492.39 -1033.81
65 640 17237 16639.3 1619.22 17530.7
66 650 17236 -2719.47 -4756.24 4458.43
67 660 17235 -34062.3 -29073.6 -30006.2
68 670 17234 -6179.53 -17229.9 -5998.47
69 680 17233 31375.6 39880.4 22722.6
70 690 17232 -8459.14 -3953.27 -15734.3
71 700 17231 1263.36 -13638.5 -2278.27
72 710 17230 31700.6 25696.8 32458.6
73 720 17229 -20208.6 -31472.3 -14290.1
74 730 17228 -17761.8 -31534.6 -13916.5
75 740 17227 18596.1 14451.8 15819.9
76 750 17226 -5799.48 -8440.52 -10957.1
77 760 17225 -1054.16 2240.03 -4620.58
78 770 17224 17944.8 10625.6 14811.3
79 780 17223 -7129.06 -11313.5 -5633.11
80 790 17222 -10247.9 -24981.6 -4159.18
81 800 17221 -4753.02 -20528.5 3719.32
82 810 17220 -9506.97 -2968.19 -6091.37
83 820 17219 3441.63 -8734.11 2589.07
84 830 17218 1557.29 4397.65 -8366.67
85 840 17217 -13200.9 -5201.36 -15816
86 850 17216 17934.2 -865.906 16401.9
87 860 17215 6389.69 -12027.3 3256.38
88 870 17214 -20770.3 -28773.2 -13033.1
89 880 17213 6319.35 -4261.55 12770.8
90 890 17212 2667.13 823.775 87.3801
91 900 17211 -17015.9 -12635.7 -25111.8
92 910 17210 16127.6 6504.19 1798.75
93 920 17209 5107.88 -771.02 5852.58
94 930 17208 3788.96 -7346.25 3473.98
95 940 17207 4693.08 -4114.16 12995
96 950 17206 -14891.9 -6011.88 6945.23
97 960 17205 -6165.87 -3804.7 -13284.9
98 970 17204 -4052.81 -3359.29 -22364.2
99 980 17203 10266.3 11033.7 453.073
100 990 17202 11765.5 -315.225 132.667
174000 100
1 0 17401 741988 631104 589470
2 10 17400 108570 116186 103865
3 20 17399 -30653.3 -35600.8 -30525.2
4 30 17398 104015 93350.9 110548
5 40 17397 -83210.7 -100840 -75496.8
6 50 17396 -68281 -74246.8 -73221.2
7 60 17395 107230 106559 87078.2
8 70 17394 171227 175722 159258
9 80 17393 30942.5 35360.4 15096.5
10 90 17392 -18253.6 -23591.5 -20632.4
11 100 17391 -15342.1 -29261.4 -9119.72
12 110 17390 -84595.3 -109361 -86473.1
13 120 17389 -20462.3 -16240.7 -11440.6
14 130 17388 85184.5 96854.9 82222.8
15 140 17387 83903.4 77562.3 72360.8
16 150 17386 51624.7 66788.4 46741.1
17 160 17385 -32017.7 -23675.5 -30840.5
18 170 17384 -38055.8 -58959 -31730.7
19 180 17383 -46839.6 -45051.9 -36897.1
20 190 17382 -259.303 2209.72 -421.267
21 200 17381 15186.5 5071.68 10159
22 210 17380 88559.3 94640.8 91739.9
23 220 17379 75437.9 78881.8 71529.7
24 230 17378 -60873.1 -68903.8 -58664.4
25 240 17377 -28454.8 -41635.8 -14641.9
26 250 17376 -13251.6 -21423.1 -19664.1
27 260 17375 -44516.3 -39835.2 -46240.5
28 270 17374 16682 10845.2 10527
29 280 17373 74566.3 68458.4 64136.7
30 290 17372 5005.69 18873.5 9257.41
31 300 17371 -18766.2 -26480.6 -12290.5
32 310 17370 1985.46 -5266.92 16092.7
33 320 17369 -28856.8 -24088.1 -23619.5
34 330 17368 -14140.8 -14913.1 -14851.7
35 340 17367 63826.6 73803.8 67954.6
36 350 17366 12631.8 7723.96 7957.9
37 360 17365 9831.76 7998.55 2525.19
38 370 17364 -6369.75 -10684.2 -6437.45
39 380 17363 -51755.1 -82216.4 -61776
40 390 17362 13183.6 6938.87 -5843.6
41 400 17361 18740.6 16182.2 -2033.63
42 410 17360 12713.3 -4440.91 2224.73
43 420 17359 40136.2 35664.6 28561.2
44 430 17358 25535.8 15884.5 18246.2
45 440 17357 -23444.3 -35232.8 -30801.4
46 450 17356 -26928.9 -46830.9 -31819.1
47 460 17355 16570.2 9031.63 6739.42
48 470 17354 21205 28943.9 5998.01
49 480 17353 341.642 -17668.8 -8528.84
50 490 17352 30410.9 29795.6 25382.3
51 500 17351 -8324.06 1141.33 -9107.28
52 510 17350 -25371 -31008.2 -19199.6
53 520 17349 3216.53 2807.82 7172.45
54 530 17348 -5483.3 -613.419 -13172.2
55 540 17347 16487.5 16630.2 8938.5
56 550 17346 36689.5 30798.9 26255.8
57 560 17345 2087.36 630.732 -1407.37
58 570 17344 -11947.7 -22347.5 -15530.1
59 580 17343 1855.24 -6692.08 6092.76
60 590 17342 -27931.9 -18875.8 -22409.9
61 600 17341 -4366.83 -15568 -14706
62 610 17340 32219.3 26146 19544.9
63 620 17339 12222.5 14350.9 1995.04
64 630 17338 -537.882 -7665.94 -1128.78
65 640 17337 16249.8 772.471 17797.8
66 650 17336 -2790.84 -5276.03 4359.98
67 660 17335 -34663.2 -28693.8 -29831.6
68 670 17334 -5972.94 -16552.9 -5641.91
69 680 17333 32186.8 40543 22643
70 690 17332 -7983.17 -3617.69 -16276.1
71 700 17331 1330 -14091.3 -2089.68
72 710 17330 31778.2 25221.4 32663.1
73 720 17329 -20293.3 -31829.4 -14345.9
74 730 17328 -18096.2 -31301.1 -13373.4
75 740 17327 18409.9 15531.3 15910.9
76 750 17326 -5587.49 -7815.54 -11055.6
77 760 17325 -1270.81 2398.85 -4430.2
78 770 17324 17007.3 10041.4 14953.9
79 780 17323 -7785.36 -12171 -5549.71
80 790 17322 -10688.3 -25089.9 -3641.29
81 800 17321 -5258.16 -20570 4108.54
82 810 17320 -9365.03 -2249.36 -6299.17
83 820 17319 4102.81 -7787.09 2658.32
84 830 17318 2349.6 3938.87 -8190.62
85 840 17317 -13244.1 -5858.75 -16014.5
86 850 17316 17698.5 -1330.08 16573.6
87 860 17315 6667.5 -12470.6 3491.53
88 870 17314 -21119 -28296.1 -13569.8
89 880 17313 6618.61 -3448.7 12489
90 890 17312 3683.99 1233.71 -298.242
91 900 17311 -16385.7 -12723.4 -25795.8
92 910 17310 16296.1 5775 1497.1
93 920 17309 5188.19 -1564.71 5947.93
94 930 17308 3572.83 -7228.01 3046.95
95 940 17307 4462.85 -3341.24 12774.9
96 950 17306 -15040.6 -5576.72 7304.12
97 960 17305 -6185.32 -3164.59 -13473.1
98 970 17304 -3995.67 -3777.73 -22234.7
99 980 17303 10000 10055.9 961.847
100 990 17302 11334.4 -449.737 119.452
175000 100
